tier,tier_label,ARTG_ID,product_name,sponsor,zinc_percent,n_uv_filters,uv_filters,actives_with_qty,spf_label,mineral_only,pdf_collected,artg_page,pdf_url
1,baby/kids · mineral-only,525601,KIDS ZINC SUNSCREEN,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/525601,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=525601&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,526295,Kids Mineral Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526295,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526295&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,526343,MIneral Baby Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526343,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526343&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,526340,Mineral Kids Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526340,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526340&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,526391,Mineral Kids Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,True,https://www.tga.gov.au/resources/artg/526391,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526391&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,526347,Organic Kids Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526347,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526347&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,407089,Banana Boat Baby Zinc Sunscreen Lotion SPF 50+,Edgewell Personal Care Australia Pty Ltd,24.575,1,zinc oxide,zinc oxide 245.75mg/g,50,True,True,https://www.tga.gov.au/resources/artg/407089,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=407089&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,527776,Kids Roll-On Natural Clear Zinc Sunscreen,Littleurchin Pty Ltd,24.05,1,zinc oxide,zinc oxide 240.5mg/g,,True,False,https://www.tga.gov.au/resources/artg/527776,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=527776&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,457847,BABY NATURAL CLEAR ZINC SUNSCREEN,Littleurchin Pty Ltd,22.75,1,zinc oxide,zinc oxide 227.5mg/g,,True,False,https://www.tga.gov.au/resources/artg/457847,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=457847&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,481465,Baby Mineral Sunscreen SPF50+,Feel Good and Co Pty Ltd,22.75,1,zinc oxide,zinc oxide 227.5mg/g,50,True,False,https://www.tga.gov.au/resources/artg/481465,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=481465&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,457849,KIDS NATURAL CLEAR ZINC SUNSCREEN,Littleurchin Pty Ltd,22.75,1,zinc oxide,zinc oxide 227.5mg/g,,True,False,https://www.tga.gov.au/resources/artg/457849,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=457849&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,450067,MINERAL SUNSCREEN FOR BABIES & CHILDREN,The Trustee for Sun and Daughter Unit Trust,22.75,1,zinc oxide,zinc oxide 227.5mg/g,,True,False,https://www.tga.gov.au/resources/artg/450067,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=450067&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,525074,Mineral Sunscreen for Babies and Children,The Trustee for Sun and Daughter Unit Trust,22.75,1,zinc oxide,zinc oxide 227.5mg/g,,True,False,https://www.tga.gov.au/resources/artg/525074,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=525074&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,465670,Invisible Zinc Junior Mineral Sunscreen SPF50,iNova Pharmaceuticals (Australia) Pty Ltd,22.0,1,zinc oxide,zinc oxide 220.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/465670,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=465670&agid=(PrintDetailsPublic)&actionid=1
1,baby/kids · mineral-only,312977,Invisible Zinc Junior Mineral Sunscreen SPF 50,iNova Pharmaceuticals (Australia) Pty Ltd,5.85,1,zinc oxide,zinc oxide 58.5mg/g; zinc oxide 190.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/312977,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=312977&agid=(PrintDetailsPublic)&actionid=1
2,sensitive · mineral-only,405180,Surfmud Surfbaby Sensitive Sunscreen SPF30,Stayout Industries Pty Ltd,25.0003,1,zinc oxide,zinc oxide 250.003mg/g,30,True,False,https://www.tga.gov.au/resources/artg/405180,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=405180&agid=(PrintDetailsPublic)&actionid=1
2,sensitive · mineral-only,477151,Mineral Sunscreen Sensitive,Baxter Laboratories Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/477151,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=477151&agid=(PrintDetailsPublic)&actionid=1
2,sensitive · mineral-only,519486,SParms Organic Sensitive Skin Facial Sunscreen,ANK Golf Logistics Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/519486,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=519486&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,526394,Mineral Surf & Snorkel Sunscreen,Veganic SKN,40.0,1,zinc oxide,zinc oxide 400.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526394,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526394&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,526345,Organic Sport Sunscreen,Veganic SKN,40.0,1,zinc oxide,zinc oxide 400.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526345,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526345&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,525315,WORK-SHIELD PRO ZINC SUNSCREEN,Veganic SKN,40.0,1,zinc oxide,zinc oxide 400.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/525315,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=525315&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,526298,Worksite Mineral Sunscreen,Veganic SKN,40.0,1,zinc oxide,zinc oxide 400.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526298,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526298&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,405179,Surfmud Ocean Addicts Sunscreen SPF30,Stayout Industries Pty Ltd,25.0003,1,zinc oxide,zinc oxide 250.003mg/g,30,True,False,https://www.tga.gov.au/resources/artg/405179,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=405179&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,386666,Bondi Sands Mineral Zinc Sunscreen SPF50+ Body Lotion,Bondi Sands Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/386666,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=386666&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,386665,Bondi Sands Mineral Zinc Sunscreen SPF50+ Face Lotion,Bondi Sands Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/386665,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=386665&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,490877,Clear Zinc Sunscreen SPF 50,Moogoo Skin Care Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/490877,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=490877&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,529471,Everybody Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/529471,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=529471&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,525638,FACE & BODY ZINC SUNSCREEN,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/525638,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=525638&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,524613,Fullnoon Mineral Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/524613,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=524613&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,525502,GENTLE APRICOT ZINC SUNSCREEN,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/525502,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=525502&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,525503,MOZZIE BARRIER ZINC SUNSCREEN,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/525503,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=525503&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,388075,Maxiblock Mineral Sunscreen Cream SPF50,Natuva Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/388075,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=388075&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,526392,Mineral Face Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526392,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526392&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,526341,Mineral Family Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526341,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526341&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,526393,Mineral Mosquito Barrier Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526393,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526393&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,526296,Mineral Sunscreen Face & Body,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526296,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526296&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,386474,Moisturising Mineral SPF50 Sunscreen,Northside Brands Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/386474,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=386474&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,526342,Mosquito Barrier Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526342,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526342&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,473985,NATURAL MINERAL SUNSCREEN,James Brus Dewar,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/473985,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=473985&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,355157,Natural Face Sunscreen +Mineral Makeup BB Cream Sun SPF40 Beige,ECOdirect Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,40,True,False,https://www.tga.gov.au/resources/artg/355157,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=355157&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,389955,Natural Face Sunscreen +Mineral Makeup BB Cream Sun SPF40 Nude,ECOdirect Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,40,True,False,https://www.tga.gov.au/resources/artg/389955,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=389955&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,389956,Natural Face Sunscreen Sun SPF40  +Mineral Makeup BB Cream Tan,ECOdirect Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,40,True,False,https://www.tga.gov.au/resources/artg/389956,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=389956&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,395319,Natural Instinct Body SPF50+ Clean Sunscreen,Mentholatum Australasia Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/395319,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=395319&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,474237,Natural Mineral Hydrating Sunscreen,SNDY SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/474237,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=474237&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,371017,Natural zinc sunscreen,ECOdirect Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/371017,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=371017&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,379602,OUTDOORPLUS MINERAL ZINC SPF50 SUNSCREEN,Simply Goldstar Australia Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/379602,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=379602&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,526346,Organic Citronella Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526346,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526346&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,526344,Organic Sunscreen,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/526344,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526344&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,526294,Oyster Suncare SPF50 Organic Mineral Sunscreen Creme,Oyster Suncare Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/526294,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526294&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,420117,SPF50 Mineral Sunscreen Lotion,Concept Laboratories Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/420117,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=420117&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,525639,SPORT PRO ZINC SUNSCREEN,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,,True,False,https://www.tga.gov.au/resources/artg/525639,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=525639&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,528517,Sun Zapper Anti-Aging Pure Zinc Sunscreen SPF30,Sun Zapper Sun Care Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,30,True,False,https://www.tga.gov.au/resources/artg/528517,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=528517&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,528516,Sun Zapper Face Pure Zinc Sunscreen SPF30,Sun Zapper Sun Care Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,30,True,False,https://www.tga.gov.au/resources/artg/528516,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=528516&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,488482,Sun Zapper Pure Zinc Anti-mozzie Sunscreen SPF50,Sun Zapper Sun Care Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/488482,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=488482&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,488483,Sun Zapper Pure Zinc Sunscreen SPF50,Sun Zapper Sun Care Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/488483,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=488483&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,526283,Surf Life Saving Face Zinc Sunscreen SPF 50,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/526283,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=526283&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,489706,Ultra Light Mineral Sunscreen Lotion SPF50,Feel Good and Co Pty Ltd,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/489706,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=489706&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,402729,ZinClear Hydrating Sunscreen SPF50,Veganic SKN,25.0,1,zinc oxide,zinc oxide 250.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/402729,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=402729&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,360452,Anti Skin Irritation Sunscreen SPF 40,A Bit Hippy Pty Ltd,24.96,1,zinc oxide,zinc oxide 249.6mg/g,40,True,False,https://www.tga.gov.au/resources/artg/360452,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=360452&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,334457,Clear Zinc Sunscreen SPF 40,Moogoo Skin Care Pty Ltd,24.96,1,zinc oxide,zinc oxide 249.6mg/g,40,True,False,https://www.tga.gov.au/resources/artg/334457,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=334457&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,529257,Mini Moo Healthy Clear Zinc Sunscreen SPF 40,Moogoo Skin Care Pty Ltd,24.96,1,zinc oxide,zinc oxide 249.6mg/g,40,True,False,https://www.tga.gov.au/resources/artg/529257,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=529257&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,464495,Bulldog Skincare SPF50+ Mineral Zinc Face Sunscreen,Edgewell Personal Care Australia Pty Ltd,24.575,1,zinc oxide,zinc oxide 245.75mg/g,50,True,False,https://www.tga.gov.au/resources/artg/464495,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=464495&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,407060,Hawaiian Tropic Silk Hydration Mineral Zinc Sunscreen Lotion SPF 50+,Edgewell Personal Care Australia Pty Ltd,24.575,1,zinc oxide,zinc oxide 245.75mg/g,50,True,False,https://www.tga.gov.au/resources/artg/407060,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=407060&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,527778,Natural Tropical Clear Zinc Sunscreen,Littleurchin Pty Ltd,24.05,1,zinc oxide,zinc oxide 240.5mg/g,,True,False,https://www.tga.gov.au/resources/artg/527778,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=527778&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,527777,Natural Vanilla Coconut Clear Zinc Sunscreen,Littleurchin Pty Ltd,24.05,1,zinc oxide,zinc oxide 240.5mg/g,,True,False,https://www.tga.gov.au/resources/artg/527777,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=527777&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,375558,Sunbutter Natural Sunscreen SPF50 tinted palm free,Mamani Pty Ltd,22.8,1,zinc oxide,zinc oxide 228.0mg/g,50,True,False,https://www.tga.gov.au/resources/artg/375558,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=375558&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,401018,Avocado Zinc SPF 50 Natural Physical Sunscreen,AVOCADO ZINC PTY LTD,22.75,1,zinc oxide,zinc oxide 227.5mg/g,50,True,False,https://www.tga.gov.au/resources/artg/401018,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=401018&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,510888,Basking Beauty Natural Sunscreen,The Beauty Apothecary Australia Pty Ltd,22.75,1,zinc oxide,zinc oxide 227.5mg/g,,True,False,https://www.tga.gov.au/resources/artg/510888,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=510888&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,370525,Basking Beauty Natural Sunscreen SPF50,The Beauty Apothecary Australia Pty Ltd,22.75,1,zinc oxide,zinc oxide 227.5mg/g,50,True,False,https://www.tga.gov.au/resources/artg/370525,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=370525&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,445877,Everyday Sunscreen,Sol Goods Pty Ltd,22.75,1,zinc oxide,zinc oxide 227.5mg/g,,True,False,https://www.tga.gov.au/resources/artg/445877,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=445877&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,504847,Everyday Tinted Sunscreen,Elari Medical Pty Ltd,22.75,1,zinc oxide,zinc oxide 227.5mg/g,,True,False,https://www.tga.gov.au/resources/artg/504847,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=504847&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,492249,FACE LIGHT/MEDIUM TINT NATURAL SUNSCREEN,Littleurchin Pty Ltd,22.75,1,zinc oxide,zinc oxide 227.5mg/g,,True,False,https://www.tga.gov.au/resources/artg/492249,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=492249&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,492250,FACE NATURAL CLEAR ZINC SUNSCREEN,Littleurchin Pty Ltd,22.75,1,zinc oxide,zinc oxide 227.5mg/g,,True,False,https://www.tga.gov.au/resources/artg/492250,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=492250&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,486485,FUCA SPF 50+ Mineral Sunscreen,Fuca Pty Ltd,22.75,1,zinc oxide,zinc oxide 227.5mg/g,50,True,False,https://www.tga.gov.au/resources/artg/486485,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=486485&agid=(PrintDetailsPublic)&actionid=1
3,mineral-only,410595,INIKA Natural Sunscreen SPF 50+,Total Beauty Network Pty Ltd,22.75,1,zinc oxide,zinc oxide 227.5mg/g,50,True,False,https://www.tga.gov.au/resources/artg/410595,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=410595&agid=(PrintDetailsPublic)&actionid=1
